;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_out daily mean
2018-01-01 00:00:00;3.48;4.789;22.0;1053.78;45.73;34.64;1583.86;4.789166666666667
2018-01-01 01:00:00;3.48;4.789;0.0;1053.82;44.16;0.0;0.0;4.789166666666667
2018-01-01 02:00:00;3.48;4.789;0.0;1053.86;42.24;0.0;0.0;4.789166666666667
2018-01-01 03:00:00;3.48;4.789;0.0;1053.89;39.29;0.0;0.0;4.789166666666667
2018-01-01 04:00:00;3.47;4.789;0.0;1053.93;36.0;0.0;0.0;4.789166666666667
2018-01-01 05:00:00;3.47;4.789;0.0;1053.96;41.99;0.0;0.0;4.789166666666667
2018-01-01 06:00:00;3.47;4.789;0.0;1054.0;42.25;0.0;0.0;4.789166666666667
2018-01-01 07:00:00;3.47;4.789;0.0;1054.03;44.97;0.0;0.0;4.789166666666667
2018-01-01 08:00:00;3.46;4.789;0.0;1054.07;45.0;0.0;0.01;4.789166666666667
2018-01-01 09:00:00;3.46;4.789;0.0;1054.1;44.94;0.0;0.0;4.789166666666667
2018-01-01 10:00:00;3.46;4.789;0.0;1054.14;45.04;0.0;0.0;4.789166666666667
2018-01-01 11:00:00;3.46;4.789;0.0;1054.17;46.67;0.0;0.0;4.789166666666667
2018-01-01 12:00:00;3.46;4.789;0.0;1054.21;46.99;0.0;0.04;4.789166666666667
2018-01-01 13:00:00;3.45;4.789;0.0;1054.24;44.16;0.0;0.0;4.789166666666667
2018-01-01 14:00:00;3.45;4.789;0.0;1054.27;45.26;0.0;0.02;4.789166666666667
2018-01-01 15:00:00;3.45;4.789;4.94;1054.26;47.84;7.77;371.7;4.789166666666667
2018-01-01 16:00:00;3.45;4.789;0.0;1054.29;50.1;0.0;0.01;4.789166666666667
2018-01-01 17:00:00;3.44;4.789;22.0;1054.11;54.3;34.64;1880.71;4.789166666666667
2018-01-01 18:00:00;3.44;4.789;22.0;1053.92;51.91;34.64;1797.93;4.789166666666667
2018-01-01 19:00:00;3.44;4.789;22.0;1053.73;51.38;34.64;1779.57;4.789166666666667
2018-01-01 20:00:00;3.44;4.789;22.0;1053.53;49.2;34.64;1704.07;4.789166666666667
2018-01-01 21:00:00;3.44;4.789;0.0;1053.57;45.73;0.0;0.0;4.789166666666667
2018-01-01 22:00:00;3.43;4.789;0.0;1053.6;44.84;0.0;0.0;4.789166666666667
