;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_in_real
2021-11-02 06:00:00;1.01;0.9384480160221375;13.7;1685.75;182.15;113.08;20596.63;0.6982729193506828
2021-11-02 07:00:00;0.82;0.9384480160221375;13.7;1685.71;216.83;113.08;24517.87;0.7009178046895129
2021-11-02 08:00:00;0.66;0.9384480160221375;13.7;1685.67;234.98;113.08;26570.2;0.6969504766812676
2021-11-02 09:00:00;0.72;0.9384480160221375;13.7;1685.62;228.04;113.08;25785.65;0.702240247358928
2021-11-02 10:00:00;0.73;0.9384480160221375;13.7;1685.58;221.74;113.08;25073.28;0.702240247358928
2021-11-02 11:00:00;0.91;0.9384480160221375;13.7;1685.54;223.21;113.08;25239.65;0.7129246070600359
2021-11-02 12:00:00;0.68;0.9384480160221375;13.7;1685.49;215.95;113.08;24418.49;0.7332231898995104
2021-11-02 13:00:00;0.71;0.9384480160221375;13.7;1685.45;217.35;113.08;24577.28;0.7359497036846172
2021-11-02 14:00:00;0.84;0.9384480160221375;13.7;1685.41;224.91;113.08;25431.63;0.7359497036846172
2021-11-02 15:00:00;1.12;0.9384480160221375;13.7;1685.36;231.15;113.08;26137.31;0.7291658850811644
2021-11-02 16:00:00;1.17;0.9384480160221375;13.7;1685.32;252.12;113.08;28508.5;0.7009447049729449
2021-11-02 17:00:00;1.09;0.9384480160221375;13.7;1685.28;298.97;113.08;33805.67;0.6579923730997165
2021-11-02 18:00:00;1.14;0.9384480160221375;13.7;1685.23;312.67;113.08;35355.2;0.6326186034527183
2021-11-02 19:00:00;1.11;0.9384480160221375;13.7;1685.19;280.0;113.07;31660.27;0.625151455810358
2021-11-02 20:00:00;1.06;0.9384480160221375;13.7;1685.15;231.0;113.08;26120.35;0.6239053852099973
2021-11-02 21:00:00;1.07;0.9384480160221375;13.7;1685.1;201.0;113.08;22728.1;0.6164942025251223
2021-11-02 22:00:00;1.05;0.9384480160221375;0.55;1685.1;179.99;4.53;815.89;0.6128125740788456
2021-11-02 23:00:00;1.04;0.9384480160221375;13.7;1685.06;167.0;113.08;18883.54;0.6115853645967534
2021-11-03 00:00:00;0.88;1.0024705013483357;13.7;1685.02;161.0;113.08;18205.09;0.6103581551146612
2021-11-03 01:00:00;0.89;1.0024705013483357;13.68;1684.97;158.22;112.88;17859.15;0.6079229064674053
2021-11-03 02:00:00;0.94;1.0024705013483357;0.68;1684.97;155.19;5.65;877.41;0.6042700334965213
2021-11-03 03:00:00;0.94;1.0024705013483357;13.7;1684.93;157.86;113.08;17850.04;0.609140530791033
2021-11-03 04:00:00;0.91;1.0024705013483357;13.69;1684.89;159.4;112.98;18009.79;0.6054876578201495
2021-11-03 05:00:00;0.92;1.0024705013483357;13.7;1684.84;162.53;113.08;18378.1;0.6030524091728936
2021-11-03 06:00:00;0.89;1.0024705013483357;13.7;1684.8;179.19;113.08;20261.93;0.6042700334965213
2021-11-03 07:00:00;0.88;1.0024705013483357;13.66;1684.76;204.37;112.74;23040.76;0.6030524091728936
2021-11-03 08:00:00;0.96;1.0024705013483357;13.7;1684.72;230.09;113.08;26017.22;0.5994282916774027
2021-11-03 09:00:00;0.92;1.0024705013483357;13.7;1684.67;219.09;113.08;24773.54;0.6079229064674053
2021-11-03 10:00:00;0.85;1.0024705013483357;13.7;1684.63;210.2;113.08;23768.39;0.6152669930430301
2021-11-03 11:00:00;0.96;1.0024705013483357;13.7;1684.59;213.26;113.08;24114.4;0.6201950012883276
2021-11-03 12:00:00;1.0;1.0024705013483357;13.7;1684.54;206.2;113.08;23316.09;0.6201950012883276
2021-11-03 13:00:00;0.92;1.0024705013483357;13.7;1684.5;211.11;113.08;23870.85;0.6226685905694407
2021-11-03 14:00:00;0.88;1.0024705013483357;13.68;1684.46;215.9;112.88;24372.15;0.6301264622519966
2021-11-03 15:00:00;0.95;1.0024705013483357;13.69;1684.42;227.28;112.97;25675.12;0.6326186034527183
2021-11-03 16:00:00;1.05;1.0024705013483357;13.7;1684.37;227.01;113.04;25660.51;0.6263882504509147
2021-11-03 17:00:00;1.09;1.0024705013483357;13.7;1684.33;262.4;113.08;29670.91;0.6276343210512754
2021-11-03 18:00:00;1.06;1.0024705013483357;13.7;1684.29;280.0;113.08;31661.03;0.6326186034527183
2021-11-03 19:00:00;1.08;1.0024705013483357;13.69;1684.25;250.0;113.02;28255.54;0.6239146611698014
2021-11-03 20:00:00;1.03;1.0024705013483357;13.7;1684.2;208.13;113.08;23534.32;0.6177214120072146
2021-11-03 21:00:00;1.34;1.0024705013483357;13.7;1684.16;183.63;113.08;20763.98;0.6214317959288843
2021-11-03 22:00:00;1.34;1.0024705013483357;13.7;1684.12;165.92;113.08;18761.42;0.6201950012883276
2021-11-03 23:00:00;1.37;1.0024705013483357;13.7;1684.08;146.22;113.08;16533.84;0.6301264622519966
