;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_out daily mean
2018-01-01 00:00:00;3.48;4.789;0.0;1054.01;45.73;0.0;0.15;4.7875
2018-01-01 01:00:00;3.48;4.789;0.0;1054.05;44.16;0.0;0.0;4.7875
2018-01-01 02:00:00;3.48;4.789;0.0;1054.08;42.24;0.0;0.13;4.7875
2018-01-01 03:00:00;3.48;4.789;0.0;1054.12;39.29;0.0;0.11;4.7875
2018-01-01 04:00:00;3.47;4.789;0.25;1054.15;36.0;0.39;14.15;4.7875
2018-01-01 05:00:00;3.47;4.789;0.0;1054.18;41.99;0.0;0.13;4.7875
2018-01-01 06:00:00;3.47;4.789;11.68;1054.1;42.25;18.39;777.01;4.7875
2018-01-01 07:00:00;3.47;4.789;0.0;1054.13;44.97;0.0;0.0;4.7875
2018-01-01 08:00:00;3.46;4.789;0.0;1054.17;45.0;0.0;0.0;4.7875
2018-01-01 09:00:00;3.46;4.789;0.05;1054.2;44.94;0.08;3.74;4.7875
2018-01-01 10:00:00;3.46;4.789;0.0;1054.24;45.04;0.0;0.12;4.7875
2018-01-01 11:00:00;3.46;4.789;0.8;1054.26;46.67;1.26;58.99;4.7875
2018-01-01 12:00:00;3.46;4.789;0.69;1054.29;46.99;1.09;51.36;4.7875
2018-01-01 13:00:00;3.45;4.789;0.0;1054.32;44.16;0.0;0.02;4.7875
2018-01-01 14:00:00;3.45;4.789;0.03;1054.35;45.26;0.05;2.22;4.7875
2018-01-01 15:00:00;3.45;4.789;2.36;1054.36;47.84;3.72;177.97;4.7875
2018-01-01 16:00:00;3.45;4.789;10.78;1054.29;50.1;16.98;850.5;4.7875
2018-01-01 17:00:00;3.44;4.789;21.74;1054.12;54.3;34.23;1858.72;4.7875
2018-01-01 18:00:00;3.44;4.789;22.0;1053.93;51.91;34.63;1797.63;4.7875
2018-01-01 19:00:00;3.44;4.789;22.0;1053.73;51.38;34.64;1779.57;4.7875
2018-01-01 20:00:00;3.44;4.789;22.0;1053.53;49.2;34.63;1703.9;4.7875
2018-01-01 21:00:00;3.44;4.789;0.52;1053.57;45.73;0.82;37.46;4.7875
2018-01-01 22:00:00;3.43;4.789;0.0;1053.6;44.84;0.0;0.15;4.7875
2018-01-01 23:00:00;3.43;4.789;0.0;1053.64;38.11;0.0;0.01;4.7875
2018-01-02 00:00:00;3.43;4.853;0.0;1053.68;19.19;0.0;0.0;4.8525
2018-01-02 01:00:00;3.43;4.853;0.0;1053.71;14.99;0.0;0.0;4.8525
2018-01-02 02:00:00;3.42;4.853;0.0;1053.75;11.0;0.0;0.0;4.8525
2018-01-02 03:00:00;3.42;4.853;0.0;1053.79;10.0;0.0;0.0;4.8525
2018-01-02 04:00:00;3.42;4.853;0.0;1053.82;11.83;0.0;0.0;4.8525
2018-01-02 05:00:00;3.42;4.853;0.0;1053.86;14.99;0.0;0.02;4.8525
2018-01-02 06:00:00;3.42;4.853;0.0;1053.89;40.6;0.0;0.01;4.8525
2018-01-02 07:00:00;3.41;4.853;0.0;1053.93;46.99;0.0;0.0;4.8525
2018-01-02 08:00:00;3.41;4.853;0.0;1053.96;47.95;0.0;0.0;4.8525
2018-01-02 09:00:00;3.41;4.853;22.0;1053.77;49.9;34.64;1728.31;4.8525
2018-01-02 10:00:00;3.41;4.853;0.0;1053.81;50.0;0.0;0.0;4.8525
2018-01-02 11:00:00;3.41;4.853;6.47;1053.77;49.7;10.18;506.19;4.8525
2018-01-02 12:00:00;3.4;4.853;0.0;1053.81;48.16;0.0;0.0;4.8525
2018-01-02 13:00:00;3.4;4.853;0.0;1053.85;47.24;0.0;0.07;4.8525
2018-01-02 14:00:00;3.4;4.853;0.0;1053.88;46.1;0.0;0.0;4.8525
2018-01-02 15:00:00;3.4;4.853;0.0;1053.92;47.6;0.0;0.01;4.8525
2018-01-02 16:00:00;3.4;4.853;22.0;1053.72;50.45;34.64;1747.36;4.8525
2018-01-02 17:00:00;3.39;4.853;0.0;1053.76;54.9;0.0;0.0;4.8525
2018-01-02 18:00:00;3.39;4.853;22.0;1053.56;57.18;34.64;1980.46;4.8525
2018-01-02 19:00:00;3.39;4.853;21.96;1053.35;54.9;34.57;1897.62;4.8525
2018-01-02 20:00:00;3.39;4.853;22.0;1053.14;51.2;34.63;1773.27;4.8525
2018-01-02 21:00:00;3.38;4.853;0.0;1053.18;48.82;0.0;0.0;4.8525
2018-01-02 22:00:00;3.38;4.853;0.0;1053.22;45.14;0.0;0.0;4.8525
2018-01-02 23:00:00;3.38;4.853;0.03;1053.26;40.09;0.04;1.7;4.8525
2018-01-03 00:00:00;3.38;4.905;0.0;1053.29;42.75;0.0;0.0;4.905
2018-01-03 01:00:00;3.38;4.905;0.0;1053.33;35.02;0.0;0.0;4.905
2018-01-03 02:00:00;3.38;4.905;0.0;1053.37;28.85;0.0;0.0;4.905
2018-01-03 03:00:00;3.37;4.905;0.0;1053.41;28.0;0.0;0.0;4.905
2018-01-03 04:00:00;3.37;4.905;0.0;1053.45;35.02;0.0;0.0;4.905
2018-01-03 05:00:00;3.37;4.905;0.0;1053.48;44.49;0.0;0.0;4.905
2018-01-03 06:00:00;3.37;4.905;0.0;1053.52;50.65;0.0;0.0;4.905
2018-01-03 07:00:00;3.36;4.905;22.0;1053.31;67.0;34.64;2320.58;4.905
2018-01-03 08:00:00;3.36;4.905;22.0;1053.1;70.0;34.64;2424.49;4.905
