;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_out daily mean
2018-01-01 00:00:00;3.48;4.789;0.01;1054.01;45.73;0.01;0.64;4.785833333333334
2018-01-01 01:00:00;3.48;4.789;0.0;1054.05;44.16;0.0;0.0;4.785833333333334
2018-01-01 02:00:00;3.48;4.789;0.0;1054.08;42.24;0.0;0.0;4.785833333333334
2018-01-01 03:00:00;3.48;4.789;1.44;1054.1;39.29;2.26;88.99;4.785833333333334
2018-01-01 04:00:00;3.47;4.789;0.0;1054.14;36.0;0.0;0.0;4.785833333333334
2018-01-01 05:00:00;3.47;4.789;0.0;1054.17;41.99;0.0;0.02;4.785833333333334
2018-01-01 06:00:00;3.47;4.789;0.0;1054.2;42.25;0.0;0.0;4.785833333333334
2018-01-01 07:00:00;3.47;4.789;0.0;1054.24;44.97;0.0;0.0;4.785833333333334
2018-01-01 08:00:00;3.46;4.789;0.0;1054.27;45.0;0.0;0.0;4.785833333333334
2018-01-01 09:00:00;3.46;4.789;0.0;1054.3;44.94;0.0;0.0;4.785833333333334
2018-01-01 10:00:00;3.46;4.789;0.08;1054.34;45.04;0.12;5.49;4.785833333333334
2018-01-01 11:00:00;3.46;4.789;3.75;1054.33;46.67;5.9;275.19;4.785833333333334
2018-01-01 12:00:00;3.46;4.789;21.97;1054.15;46.99;34.58;1625.14;4.785833333333334
2018-01-01 13:00:00;3.45;4.789;0.03;1054.19;44.16;0.05;2.41;4.785833333333334
2018-01-01 14:00:00;3.45;4.789;0.0;1054.22;45.26;0.0;0.0;4.785833333333334
2018-01-01 15:00:00;3.45;4.789;0.0;1054.25;47.84;0.0;0.0;4.785833333333334
2018-01-01 16:00:00;3.45;4.789;22.0;1054.07;50.1;34.64;1735.24;4.785833333333334
2018-01-01 17:00:00;3.44;4.789;22.0;1053.88;54.3;34.64;1880.71;4.785833333333334
2018-01-01 18:00:00;3.44;4.789;21.98;1053.69;51.91;34.61;1796.51;4.785833333333334
2018-01-01 19:00:00;3.44;4.789;21.6;1053.49;51.38;34.0;1747.08;4.785833333333334
2018-01-01 20:00:00;3.44;4.789;0.0;1053.53;49.2;0.0;0.0;4.785833333333334
2018-01-01 21:00:00;3.44;4.789;0.0;1053.57;45.73;0.0;0.0;4.785833333333334
2018-01-01 22:00:00;3.43;4.789;0.0;1053.6;44.84;0.0;0.13;4.785833333333334
2018-01-01 23:00:00;3.43;4.789;0.0;1053.64;38.11;0.0;0.0;4.785833333333334
2018-01-02 00:00:00;3.43;4.853;0.0;1053.68;19.19;0.0;0.0;4.852916666666666
2018-01-02 01:00:00;3.43;4.853;0.0;1053.71;14.99;0.0;0.0;4.852916666666666
2018-01-02 02:00:00;3.42;4.853;0.0;1053.75;11.0;0.0;0.0;4.852916666666666
2018-01-02 03:00:00;3.42;4.853;0.0;1053.79;10.0;0.0;0.0;4.852916666666666
2018-01-02 04:00:00;3.42;4.853;0.0;1053.82;11.83;0.0;0.0;4.852916666666666
2018-01-02 05:00:00;3.42;4.853;0.0;1053.86;14.99;0.0;0.0;4.852916666666666
2018-01-02 06:00:00;3.42;4.853;0.0;1053.89;40.6;0.0;0.0;4.852916666666666
2018-01-02 07:00:00;3.41;4.853;0.0;1053.93;46.99;0.0;0.0;4.852916666666666
2018-01-02 08:00:00;3.41;4.853;0.0;1053.96;47.95;0.0;0.18;4.852916666666666
2018-01-02 09:00:00;3.41;4.853;0.0;1054.0;49.9;0.0;0.0;4.852916666666666
2018-01-02 10:00:00;3.41;4.853;0.0;1054.03;50.0;0.0;0.0;4.852916666666666
2018-01-02 11:00:00;3.41;4.853;22.0;1053.84;49.7;34.64;1721.38;4.852916666666666
2018-01-02 12:00:00;3.4;4.853;0.0;1053.88;48.16;0.0;0.02;4.852916666666666
2018-01-02 13:00:00;3.4;4.853;22.0;1053.68;47.24;34.64;1636.18;4.852916666666666
2018-01-02 14:00:00;3.4;4.853;0.0;1053.72;46.1;0.0;0.01;4.852916666666666
2018-01-02 15:00:00;3.4;4.853;0.0;1053.75;47.6;0.0;0.0;4.852916666666666
2018-01-02 16:00:00;3.4;4.853;6.47;1053.72;50.45;10.19;513.91;4.852916666666666
2018-01-02 17:00:00;3.39;4.853;22.0;1053.52;54.9;34.64;1901.49;4.852916666666666
2018-01-02 18:00:00;3.39;4.853;22.0;1053.31;57.18;34.63;1980.36;4.852916666666666
2018-01-02 19:00:00;3.39;4.853;22.0;1053.1;54.9;34.64;1901.49;4.852916666666666
2018-01-02 20:00:00;3.39;4.853;0.0;1053.14;51.2;0.0;0.0;4.852916666666666
2018-01-02 21:00:00;3.38;4.853;0.0;1053.18;48.82;0.0;0.0;4.852916666666666
2018-01-02 22:00:00;3.38;4.853;0.0;1053.22;45.14;0.0;0.0;4.852916666666666
2018-01-02 23:00:00;3.38;4.853;0.0;1053.26;40.09;0.0;0.0;4.852916666666666
2018-01-03 00:00:00;3.38;4.905;0.0;1053.29;42.75;0.0;0.0;4.905
2018-01-03 01:00:00;3.38;4.905;0.0;1053.33;35.02;0.0;0.0;4.905
2018-01-03 02:00:00;3.38;4.905;0.0;1053.37;28.85;0.0;0.0;4.905
2018-01-03 03:00:00;3.37;4.905;0.0;1053.41;28.0;0.0;0.0;4.905
2018-01-03 04:00:00;3.37;4.905;0.0;1053.45;35.02;0.0;0.0;4.905
2018-01-03 05:00:00;3.37;4.905;0.0;1053.48;44.49;0.0;0.0;4.905
2018-01-03 06:00:00;3.37;4.905;0.0;1053.52;50.65;0.0;0.0;4.905
2018-01-03 07:00:00;3.36;4.905;22.0;1053.31;67.0;34.64;2320.58;4.905
2018-01-03 08:00:00;3.36;4.905;22.0;1053.1;70.0;34.64;2424.49;4.905
2018-01-03 09:00:00;3.36;4.905;22.0;1052.88;68.0;34.64;2355.21;4.905
