;Q_in;Q_out_constr;Q out(m^3/s);ht(m);prezzo (eur/MWh);energy (MWh);ricavo (eur);Q_out daily mean
2018-01-01 00:00:00;3.48;4.789;0.01;1054.01;45.73;0.02;1.02;4.788333333333333
2018-01-01 01:00:00;3.48;4.789;0.01;1054.05;44.16;0.02;0.72;4.788333333333333
2018-01-01 02:00:00;3.48;4.789;0.0;1054.08;42.24;0.0;0.0;4.788333333333333
2018-01-01 03:00:00;3.48;4.789;0.0;1054.12;39.29;0.0;0.0;4.788333333333333
2018-01-01 04:00:00;3.47;4.789;0.0;1054.15;36.0;0.0;0.0;4.788333333333333
2018-01-01 05:00:00;3.47;4.789;0.0;1054.18;41.99;0.0;0.0;4.788333333333333
2018-01-01 06:00:00;3.47;4.789;0.0;1054.22;42.25;0.0;0.0;4.788333333333333
2018-01-01 07:00:00;3.47;4.789;0.03;1054.25;44.97;0.04;2.01;4.788333333333333
2018-01-01 08:00:00;3.46;4.789;0.0;1054.28;45.0;0.0;0.0;4.788333333333333
2018-01-01 09:00:00;3.46;4.789;0.01;1054.32;44.94;0.02;1.05;4.788333333333333
2018-01-01 10:00:00;3.46;4.789;0.02;1054.35;45.04;0.03;1.23;4.788333333333333
2018-01-01 11:00:00;3.46;4.789;4.61;1054.34;46.67;7.26;338.75;4.788333333333333
2018-01-01 12:00:00;3.46;4.789;21.96;1054.16;46.99;34.58;1624.76;4.788333333333333
2018-01-01 13:00:00;3.45;4.789;0.03;1054.19;44.16;0.05;2.11;4.788333333333333
2018-01-01 14:00:00;3.45;4.789;0.0;1054.23;45.26;0.0;0.0;4.788333333333333
2018-01-01 15:00:00;3.45;4.789;0.21;1054.26;47.84;0.32;15.45;4.788333333333333
2018-01-01 16:00:00;3.45;4.789;22.0;1054.08;50.1;34.64;1735.22;4.788333333333333
2018-01-01 17:00:00;3.44;4.789;22.0;1053.89;54.3;34.64;1880.71;4.788333333333333
2018-01-01 18:00:00;3.44;4.789;22.0;1053.69;51.91;34.63;1797.9;4.788333333333333
2018-01-01 19:00:00;3.44;4.789;22.0;1053.49;51.38;34.64;1779.56;4.788333333333333
2018-01-01 20:00:00;3.44;4.789;0.0;1053.53;49.2;0.0;0.0;4.788333333333333
2018-01-01 21:00:00;3.44;4.789;0.0;1053.57;45.73;0.0;0.09;4.788333333333333
2018-01-01 22:00:00;3.43;4.789;0.03;1053.6;44.84;0.05;2.41;4.788333333333333
2018-01-01 23:00:00;3.43;4.789;0.0;1053.64;38.11;0.0;0.03;4.788333333333333
2018-01-02 00:00:00;3.43;4.853;0.0;1053.68;19.19;0.0;0.0;4.85125
2018-01-02 01:00:00;3.43;4.853;0.0;1053.71;14.99;0.0;0.0;4.85125
2018-01-02 02:00:00;3.42;4.853;0.0;1053.75;11.0;0.0;0.0;4.85125
2018-01-02 03:00:00;3.42;4.853;0.0;1053.79;10.0;0.0;0.0;4.85125
2018-01-02 04:00:00;3.42;4.853;0.0;1053.82;11.83;0.0;0.0;4.85125
2018-01-02 05:00:00;3.42;4.853;0.0;1053.86;14.99;0.0;0.0;4.85125
2018-01-02 06:00:00;3.42;4.853;0.0;1053.89;40.6;0.0;0.0;4.85125
2018-01-02 07:00:00;3.41;4.853;0.0;1053.93;46.99;0.0;0.0;4.85125
2018-01-02 08:00:00;3.41;4.853;0.0;1053.96;47.95;0.0;0.0;4.85125
2018-01-02 09:00:00;3.41;4.853;0.0;1054.0;49.9;0.0;0.0;4.85125
2018-01-02 10:00:00;3.41;4.853;22.0;1053.81;50.0;34.64;1731.78;4.85125
2018-01-02 11:00:00;3.41;4.853;22.0;1053.61;49.7;34.64;1721.38;4.85125
2018-01-02 12:00:00;3.4;4.853;0.03;1053.64;48.16;0.05;2.55;4.85125
2018-01-02 13:00:00;3.4;4.853;0.0;1053.68;47.24;0.0;0.01;4.85125
2018-01-02 14:00:00;3.4;4.853;0.0;1053.72;46.1;0.0;0.03;4.85125
2018-01-02 15:00:00;3.4;4.853;0.0;1053.75;47.6;0.0;0.0;4.85125
2018-01-02 16:00:00;3.4;4.853;0.0;1053.79;50.45;0.0;0.0;4.85125
